Year,Region,PRECTOTCORR_sum,T2M_mean,T2M_MAX_mean,T2M_MIN_mean,ALLSKY_SFC_SW_DWN_mean,RH2M_mean,WS10M_mean,PRECTOTCORR_automne,PRECTOTCORR_hiver,PRECTOTCORR_printemps
1999,Rabat-Salé-Kénitra,253.42,16.3,20.37,13.31,16.31415637860082,73.37,3.82,6.61,203.7,43.11
1999,Souss-Massa,177.7,18.21,25.13,12.77,19.011851851851855,51.32,3.48,1.03,107.64,69.03
1999,Tanger-Tétouan-Al Hoceïma,274.68,15.71,18.29,13.54,15.335308641975308,76.01,4.59,13.11,174.44,87.13
2000,Béni Mellal-Khénifra,329.3,13.66,21.25,7.99,17.125614754098372,55.42,2.6,141.93,76.13,111.24000000000001
2000,Casablanca-Settat,291.62,16.27,21.49,12.57,16.44151639344262,74.13,3.86,149.12,71.1,71.4
2000,Drâa-Tafilalet,145.54,12.31,20.16,5.95,18.482581967213115,45.57,3.63,71.97,17.470000000000002,56.1
2000,Ed Dakhla-Oued Ed Dahab,10.91,18.96,21.08,17.21,20.523401639344257,75.14,6.37,5.87,5.04,0.0
2000,Fès-Meknès,377.94,14.82,22.42,9.24,15.51364754098362,61.44,3.42,135.82999999999998,78.18,163.93
2000,Guelmim-Oued Noun,137.31,16.9,24.0,11.67,17.94385245901639,56.66,4.85,93.44,23.45,20.42
2000,Laâyoune-Sakia El Hamra,162.36,18.4,25.23,13.27,18.774672131147547,63.76,5.1,104.64999999999999,28.200000000000003,29.51
2000,Marrakech-Safi,226.94,14.66,22.68,8.69,17.313032786885255,54.95,3.22,119.08,63.12,44.74
2000,Oriental,243.28,11.76,19.56,5.97,16.84504098360655,62.36,3.87,100.78999999999999,80.39,62.1
2000,Rabat-Salé-Kénitra,298.6,16.63,20.7,13.69,15.945286885245904,74.11,3.84,139.46,71.48,87.66
2000,Souss-Massa,209.46,17.55,24.13,12.41,18.282868852459025,55.41,3.37,105.5,53.37,50.59
2000,Tanger-Tétouan-Al Hoceïma,505.49,15.81,18.03,13.99,14.294754098360649,79.09,5.23,195.89000000000001,92.41000000000001,217.19
2001,Béni Mellal-Khénifra,407.06,13.44,20.85,7.77,17.663045267489707,57.52,2.64,141.59,221.07,44.4
2001,Casablanca-Settat,344.2,16.3,21.37,12.64,16.555144032921806,73.85,4.19,85.95,217.23,41.02
2001,Drâa-Tafilalet,149.85,12.85,21.17,6.1,19.50102880658436,44.64,3.69,79.45,40.51,29.89
2001,Ed Dakhla-Oued Ed Dahab,3.74,18.54,20.55,16.9,21.302880658436216,80.44,6.82,3.74,0.0,0.0
2001,Fès-Meknès,649.74,14.2,21.06,9.04,15.157037037037034,68.34,3.73,216.05,367.86,65.83
2001,Guelmim-Oued Noun,56.16,17.61,25.15,12.23,18.398765432098745,56.32,5.09,13.680000000000001,38.86,3.62
2001,Laâyoune-Sakia El Hamra,34.46,18.99,26.27,13.62,19.27674897119342,64.24,5.47,14.66,17.27,2.53
2001,Marrakech-Safi,142.83,15.12,23.52,8.81,18.699958847736625,50.99,3.43,38.589999999999996,85.72,18.52
2001,Oriental,362.05,11.82,19.03,6.42,16.550041152263375,65.39,4.28,146.7,173.81,41.54
2001,Rabat-Salé-Kénitra,407.13,16.58,20.39,13.79,15.69851851851852,74.89,4.3,113.55,248.68,44.9
2001,Souss-Massa,105.57,18.37,25.48,12.72,19.043827160493823,50.32,3.61,9.34,88.64999999999999,7.58
2001,Tanger-Tétouan-Al Hoceïma,613.75,15.87,18.13,13.92,14.312592592592594,79.74,4.91,143.24,382.37,88.14
2002,Béni Mellal-Khénifra,444.92,14.5,21.89,9.06,16.961234567901233,54.09,2.58,33.339999999999996,129.51,282.07
2002,Casablanca-Settat,327.3,16.87,21.94,13.3,15.997119341563787,72.69,4.08,19.11,148.92,159.27
2002,Drâa-Tafilalet,181.82,13.07,20.73,6.88,18.69037037037037,45.95,3.53,58.61,39.04,84.17
2002,Ed Dakhla-Oued Ed Dahab,21.63,19.61,21.64,18.06,20.696172839506172,76.45,6.05,2.96,18.4,0.27
2002,Fès-Meknès,442.54,15.57,23.0,10.12,15.15213991769547,59.27,3.49,50.22,132.13,260.19
2002,Guelmim-Oued Noun,164.31,17.94,24.7,13.06,17.63246913580246,54.78,5.1,5.86,49.53,108.92
2002,Laâyoune-Sakia El Hamra,121.97,19.56,26.26,14.61,18.53341563786007,61.15,5.33,42.89,34.85,44.23
2002,Marrakech-Safi,188.82,15.82,23.85,9.92,17.252098765432102,50.43,3.32,13.97,58.5,116.35000000000001
2002,Oriental,394.92,12.13,19.69,6.53,16.32300411522634,62.92,3.72,134.16,68.86,191.9
2002,Rabat-Salé-Kénitra,335.35,17.18,21.13,14.3,15.555061728395053,72.81,4.03,16.96,147.4,170.99
2002,Souss-Massa,248.84,18.69,25.13,13.66,17.80522633744856,52.64,3.5,5.91,118.59,124.34
2002,Tanger-Tétouan-Al Hoceïma,544.42,16.01,18.16,14.22,13.921563786008225,78.91,5.47,106.46000000000001,221.55,216.41
2003,Béni Mellal-Khénifra,486.63,13.97,21.06,8.62,17.15341563786007,59.65,2.6,218.07,159.98,108.58
2003,Casablanca-Settat,525.08,16.43,21.21,12.96,15.990041152263373,77.15,4.15,266.7,133.17,125.21
2003,Drâa-Tafilalet,111.49,13.28,21.29,6.78,19.25374485596709,44.53,3.77,39.489999999999995,35.339999999999996,36.66
2003,Ed Dakhla-Oued Ed Dahab,5.65,19.07,20.96,17.57,20.996748971193416,79.63,6.32,1.0899999999999999,1.1300000000000001,3.4299999999999997
2003,Fès-Meknès,697.19,14.74,21.47,9.63,14.896954732510277,68.12,3.57,281.85,265.90999999999997,149.43
2003,Guelmim-Oued Noun,167.69,17.78,24.81,12.75,17.876913580246903,60.52,4.71,103.7,46.57,17.419999999999998
2003,Laâyoune-Sakia El Hamra,82.29,19.52,26.28,14.43,18.837736625514403,65.81,5.13,15.92,51.55,14.82
2003,Marrakech-Safi,262.23,15.44,23.41,9.58,17.81382716049382,55.63,3.22,88.43,56.64,117.16
2003,Oriental,546.96,11.66,18.64,6.34,15.98930041152264,69.14,3.99,150.16,270.2,126.6
2003,Rabat-Salé-Kénitra,488.01,16.86,20.52,14.12,15.330658436213987,76.64,4.18,259.21,141.29,87.51
2003,Souss-Massa,230.27,18.34,24.96,13.25,18.400493827160496,56.78,3.38,106.67,52.11,71.49000000000001
2003,Tanger-Tétouan-Al Hoceïma,690.25,15.9,17.99,14.07,13.90238683127572,80.45,5.22,292.75,253.29999999999998,144.2
2004,Béni Mellal-Khénifra,480.42,12.95,19.89,7.86,16.392131147540997,61.87,2.63,153.01,154.69,172.72
2004,Casablanca-Settat,503.7,15.87,20.43,12.64,15.140696721311462,77.23,4.13,209.53,144.15,150.02
2004,Drâa-Tafilalet,283.14,12.03,19.75,5.74,18.962500000000006,51.21,3.7,54.33,84.82,143.99
2004,Ed Dakhla-Oued Ed Dahab,59.47,19.35,21.2,17.8,20.820778688524587,76.55,6.24,30.419999999999998,19.31,9.74
2004,Fès-Meknès,733.79,13.89,20.32,9.04,14.180532786885246,70.65,3.52,276.29,234.59,222.91
2004,Guelmim-Oued Noun,174.29,16.73,23.23,12.02,17.7955737704918,60.58,5.07,94.41,39.06,40.82
2004,Laâyoune-Sakia El Hamra,89.04,19.04,25.48,14.1,18.58114754098361,62.0,5.2,27.18,31.099999999999998,30.76
2004,Marrakech-Safi,236.13,14.27,21.96,8.64,17.0919262295082,58.07,3.27,96.97,58.78,80.38000000000001
2004,Oriental,638.71,11.09,17.83,6.04,15.873032786885256,72.37,3.96,187.70000000000002,181.65,269.36
2004,Rabat-Salé-Kénitra,494.74,16.33,19.81,13.76,14.575081967213109,76.86,4.18,182.59,180.33,131.82
2004,Souss-Massa,213.37,17.35,23.73,12.43,18.179221311475413,57.96,3.58,77.38,71.2,64.79
2004,Tanger-Tétouan-Al Hoceïma,728.33,15.69,17.69,13.97,13.16004098360655,80.63,4.92,283.16,231.28,213.89
2005,Béni Mellal-Khénifra,324.25,13.48,20.89,7.89,17.265349794238688,54.32,2.54,125.62,157.62,41.01
2005,Casablanca-Settat,269.32,15.94,20.97,12.32,16.268477366255148,72.16,3.78,133.57999999999998,111.71,24.03
2005,Drâa-Tafilalet,140.68,12.46,20.18,6.13,18.469012345679015,45.65,3.49,44.47,79.10000000000001,17.11
2005,Ed Dakhla-Oued Ed Dahab,44.55,18.92,20.7,17.48,20.418230452674884,79.13,6.27,4.46,21.66,18.43
2005,Fès-Meknès,352.31,14.48,21.86,8.99,15.85584362139917,60.76,3.34,158.52,138.45,55.339999999999996
2005,Guelmim-Oued Noun,142.28,16.85,23.76,11.89,17.51069958847737,58.0,5.16,50.68,68.63,22.97
2005,Laâyoune-Sakia El Hamra,95.44,18.77,25.36,13.8,17.907983539094666,63.22,5.34,13.43,70.77,11.24
2005,Marrakech-Safi,160.18,14.74,22.81,8.8,17.710864197530867,51.66,3.26,57.33,86.13,16.72
2005,Oriental,321.76,11.21,18.53,5.68,16.19897119341564,65.47,3.65,105.39999999999999,138.85999999999999,77.5
2005,Rabat-Salé-Kénitra,273.4,16.32,20.18,13.42,15.765349794238674,72.06,3.72,115.33,126.03999999999999,32.03
2005,Souss-Massa,176.67,17.7,24.36,12.45,18.452345679012353,53.75,3.46,56.19,91.07,29.409999999999997
2005,Tanger-Tétouan-Al Hoceïma,443.86,15.56,17.83,13.67,15.017448559670784,77.1,4.96,79.8,252.35000000000002,111.71000000000001
2006,Béni Mellal-Khénifra,609.54,13.08,19.8,7.96,16.381646090534968,62.84,2.54,128.91,350.62,130.01
2006,Casablanca-Settat,497.77,15.82,20.44,12.48,15.435843621399169,76.91,3.9,136.22,296.21,65.34
2006,Drâa-Tafilalet,242.25,12.29,19.72,6.26,18.414403292181078,51.82,3.62,41.47,115.32,85.46000000000001
2006,Ed Dakhla-Oued Ed Dahab,28.25,19.06,20.8,17.64,20.982181069958855,80.08,6.3,3.6399999999999997,22.84,1.77
2006,Fès-Meknès,636.54,14.29,20.99,9.23,14.635884773662536,67.62,3.34,152.58,320.35,163.61
2006,Guelmim-Oued Noun,228.39,16.84,23.42,12.13,17.00411522633745,63.92,4.86,63.269999999999996,139.32,25.8
2006,Laâyoune-Sakia El Hamra,207.01,18.47,24.78,13.71,18.340452674897122,69.82,5.06,58.800000000000004,136.72,11.49
2006,Marrakech-Safi,320.77,14.53,22.12,8.88,17.10139917695473,59.55,3.18,74.47,195.53,50.769999999999996
2006,Oriental,466.86,11.74,18.66,6.64,15.316584362139917,69.89,3.8,140.52,163.41,162.93
2006,Rabat-Salé-Kénitra,467.44,16.22,19.78,13.55,14.843744855967078,76.32,3.9,130.42000000000002,263.24,73.78
2006,Souss-Massa,270.85,17.54,23.77,12.66,18.0659670781893,58.9,3.38,56.89,181.3,32.660000000000004
2006,Tanger-Tétouan-Al Hoceïma,545.78,15.67,17.79,13.91,14.196008230452664,80.04,5.01,143.19,263.15,139.44
2007,Béni Mellal-Khénifra,350.53,13.58,20.96,8.03,17.150164609053494,53.35,2.48,76.99,109.19,164.35
2007,Casablanca-Settat,264.99,16.15,21.29,12.53,16.21362139917695,72.69,3.74,70.24,91.99,102.76
2007,Drâa-Tafilalet,318.32,12.04,19.41,6.0,18.608641975308643,51.79,3.49,81.50999999999999,105.92999999999999,130.88
2007,Ed Dakhla-Oued Ed Dahab,22.96,19.26,21.42,17.54,20.964897119341554,75.69,6.61,15.78,7.14,0.04
2007,Fès-Meknès,487.16,14.43,21.64,9.05,15.356131687242812,61.8,3.43,70.45,171.08,245.63000000000002
2007,Guelmim-Oued Noun,107.5,17.25,24.27,12.21,18.068230452674896,56.59,5.14,46.589999999999996,34.26,26.650000000000002
2007,Laâyoune-Sakia El Hamra,105.22,18.81,25.65,13.7,18.56152263374486,62.96,5.36,34.839999999999996,47.25,23.13
2007,Marrakech-Safi,210.4,14.69,22.58,8.81,17.834197530864206,52.2,3.08,49.69,71.41,89.3
2007,Oriental,373.55,11.77,19.01,6.38,15.792716049382712,64.23,3.85,38.63,114.95,219.97
2007,Rabat-Salé-Kénitra,311.72,16.52,20.42,13.68,15.710534979423871,72.95,3.76,68.64999999999999,114.52,128.55
2007,Souss-Massa,129.91,18.03,24.81,12.77,18.801193415637872,51.67,3.5,55.419999999999995,46.26,28.23
2007,Tanger-Tétouan-Al Hoceïma,491.66,15.96,18.16,14.16,14.649012345679019,79.84,4.95,174.85,165.67999999999998,151.13
2008,Béni Mellal-Khénifra,404.83,13.7,20.97,8.25,17.644508196721308,55.46,2.57,149.22,195.91,59.7
2008,Casablanca-Settat,288.6,16.56,21.73,12.93,16.46725409836065,72.28,3.84,108.56,122.22,57.82
2008,Drâa-Tafilalet,216.41,12.49,20.13,6.31,18.790491803278698,49.1,3.45,100.91,77.06,38.44
2008,Ed Dakhla-Oued Ed Dahab,17.44,19.2,21.17,17.63,20.77184426229508,78.81,6.18,0.0,11.18,6.26
2008,Fès-Meknès,442.38,14.71,22.01,9.35,15.62106557377049,61.32,3.51,123.26,206.93,112.19
2008,Guelmim-Oued Noun,92.78,17.84,24.98,12.74,18.29553278688524,55.72,5.0,50.21,36.09,6.48
2008,Laâyoune-Sakia El Hamra,56.38,19.43,26.31,14.3,18.952622950819663,63.39,5.28,14.79,35.79,5.8
2008,Marrakech-Safi,192.75,15.24,23.25,9.37,18.061803278688515,51.24,3.33,89.3,85.62,17.83
2008,Oriental,386.64,11.32,18.63,5.94,16.271270491803282,67.74,3.67,210.55,80.93,95.16
2008,Rabat-Salé-Kénitra,332.98,16.86,20.74,14.03,15.805368852459011,72.75,3.76,133.79999999999998,137.39,61.79
2008,Souss-Massa,179.14,18.33,24.96,13.07,18.914672131147537,52.78,3.5,78.24,86.77,14.129999999999999
2008,Tanger-Tétouan-Al Hoceïma,510.1,16.15,18.2,14.43,14.963647540983606,78.97,5.41,148.0,224.57999999999998,137.52
2009,Béni Mellal-Khénifra,687.82,11.7,17.99,6.74,16.630000000000006,68.65,2.52,254.35999999999999,311.46,122.0
2009,Casablanca-Settat,619.05,15.27,19.58,12.1,15.518847736625515,78.53,3.96,233.94,302.9,82.21
2009,Drâa-Tafilalet,301.0,10.53,17.66,4.67,18.665473251028796,59.51,3.68,199.51,52.6,48.89
2009,Ed Dakhla-Oued Ed Dahab,10.52,18.36,20.0,16.99,21.07572016460904,80.1,6.73,10.51,0.01,0.0
2009,Fès-Meknès,1037.15,13.06,19.08,8.4,14.508148148148148,73.94,3.99,337.85,548.82,150.48
2009,Guelmim-Oued Noun,291.45,15.92,22.37,11.29,17.832386831275713,65.66,5.57,70.91,166.99,53.550000000000004
2009,Laâyoune-Sakia El Hamra,99.29,17.94,24.17,13.25,18.709753086419767,68.41,5.58,29.720000000000002,47.53,22.04
2009,Marrakech-Safi,446.82,13.1,20.25,7.65,17.419341563786002,65.42,3.12,134.04,242.18,70.6
2009,Oriental,724.78,10.29,16.53,5.45,15.732674897119336,75.54,4.58,308.06,299.75,116.97
2009,Rabat-Salé-Kénitra,682.96,15.68,18.98,13.15,15.08489711934157,78.15,4.18,286.36,324.71,71.89
2009,Souss-Massa,369.88,16.48,22.83,11.48,18.631111111111117,61.72,3.79,117.8,218.36,33.72
2009,Tanger-Tétouan-Al Hoceïma,731.94,15.02,17.03,13.28,14.147530864197536,79.99,5.56,303.93,330.31,97.7
2010,Béni Mellal-Khénifra,760.47,14.29,20.76,9.21,16.41934156378601,63.35,2.82,36.72,555.68,168.07
2010,Casablanca-Settat,570.08,17.13,21.73,13.83,15.357983539094656,76.34,4.47,53.43,399.99,116.66
2010,Drâa-Tafilalet,197.46,13.61,21.44,7.4,18.569341563786022,50.69,3.71,8.940000000000001,139.12,49.4
2010,Ed Dakhla-Oued Ed Dahab,17.22,20.06,21.88,18.63,21.121028806584363,80.61,6.15,0.61,9.36,7.25
2010,Fès-Meknès,1115.7,15.31,21.6,10.52,14.610452674897118,69.08,4.01,79.24000000000001,694.7,341.76
2010,Guelmim-Oued Noun,264.4,18.22,24.96,13.31,17.00045267489712,62.15,4.75,3.68,243.54,17.18
2010,Laâyoune-Sakia El Hamra,70.96,20.11,26.92,15.07,18.38765432098765,66.89,5.12,1.53,63.809999999999995,5.62
2010,Marrakech-Safi,299.83,16.01,23.65,10.23,17.47695473251028,56.66,3.4,13.35,241.32,45.160000000000004
2010,Oriental,430.54,12.47,19.26,7.35,15.7579012345679,68.95,4.39,38.41,211.22,180.91
2010,Rabat-Salé-Kénitra,665.38,17.48,20.96,14.89,14.96473251028806,76.47,4.57,58.059999999999995,461.7,145.62
2010,Souss-Massa,432.07,18.6,24.59,13.84,17.91851851851852,60.54,3.33,5.36,379.46,47.25
2010,Tanger-Tétouan-Al Hoceïma,1170.36,16.4,18.44,14.54,13.941893004115222,80.0,5.38,60.41,889.72,220.23
2011,Béni Mellal-Khénifra,752.93,13.33,19.97,8.36,16.458765432098783,63.46,2.68,229.23000000000002,201.0,322.7
2011,Casablanca-Settat,685.27,16.58,21.36,13.12,15.704156378600821,75.59,4.2,289.77,186.76,208.74
2011,Drâa-Tafilalet,209.37,12.31,19.93,6.17,18.30045267489713,49.31,3.48,32.480000000000004,27.32,149.57
2011,Ed Dakhla-Oued Ed Dahab,50.7,19.63,21.35,18.2,21.26893004115226,78.43,5.94,43.23,0.75,6.72
2011,Fès-Meknès,992.42,14.5,21.1,9.49,14.79078189300412,69.01,3.68,348.57,348.82,295.03
2011,Guelmim-Oued Noun,354.84,17.39,24.1,12.47,17.684897119341567,61.08,4.84,85.41,78.55,190.88
2011,Laâyoune-Sakia El Hamra,235.18,19.06,25.48,14.21,18.544485596707815,68.3,4.8,41.55,66.94,126.69
2011,Marrakech-Safi,367.22,15.07,22.69,9.45,17.11135802469135,56.71,3.42,64.03,100.4,202.79
2011,Oriental,393.75,11.85,18.83,6.56,15.621481481481487,66.49,4.19,98.12,94.56,201.07
2011,Rabat-Salé-Kénitra,686.11,16.96,20.65,14.21,15.320617283950618,75.22,4.18,270.4,234.42000000000002,181.29
2011,Souss-Massa,511.39,17.66,23.79,12.9,17.9082304526749,61.44,3.51,102.43,159.02,249.94
2011,Tanger-Tétouan-Al Hoceïma,940.28,16.06,18.0,14.41,13.96897119341563,80.26,5.47,264.52,426.08,249.68
2012,Béni Mellal-Khénifra,481.63,12.76,19.88,7.42,17.647008196721316,56.6,2.48,256.65999999999997,70.02,154.95
2012,Casablanca-Settat,322.42,15.79,21.03,12.01,16.874139344262286,72.23,3.81,191.79,39.7,90.93
2012,Drâa-Tafilalet,250.41,11.32,18.79,5.34,18.918114754098365,50.42,3.44,88.63,28.82,132.96
2012,Ed Dakhla-Oued Ed Dahab,17.97,18.7,20.86,16.95,20.471639344262314,74.27,6.93,0.05,0.06,17.86
2012,Fès-Meknès,569.65,13.82,20.88,8.45,16.18622950819673,63.36,3.43,321.51,83.91,164.23
2012,Guelmim-Oued Noun,82.42,17.04,24.27,11.79,18.023852459016393,53.23,4.73,59.36,5.92,17.14
2012,Laâyoune-Sakia El Hamra,33.71,18.62,25.67,13.34,18.56188524590163,61.31,5.28,10.55,9.42,13.739999999999998
2012,Marrakech-Safi,212.43,14.37,22.36,8.46,18.168893442622945,50.99,3.12,108.68,35.16,68.59
2012,Oriental,439.64,10.69,17.84,5.26,16.585122950819674,66.78,3.76,175.02,109.88,154.74
2012,Rabat-Salé-Kénitra,390.58,16.13,20.08,13.16,16.530204918032798,72.39,3.8,246.79,45.19,98.60000000000001
2012,Souss-Massa,155.93,17.58,24.36,12.29,19.07741803278688,50.35,3.44,93.92,31.37,30.64
2012,Tanger-Tétouan-Al Hoceïma,348.43,15.61,17.95,13.68,15.633606557377052,76.01,5.07,184.56,72.0,91.87
2013,Béni Mellal-Khénifra,673.76,12.69,19.28,7.6,17.104115226337445,64.58,2.64,299.94,122.79,251.03
2013,Casablanca-Settat,507.24,15.88,20.5,12.51,15.824238683127575,76.67,4.21,230.11,95.65,181.48
2013,Drâa-Tafilalet,163.76,12.43,20.54,6.01,19.379588477366262,48.61,3.98,89.76,18.96,55.04
2013,Ed Dakhla-Oued Ed Dahab,3.86,19.25,21.28,17.57,21.43440329218107,76.69,6.68,0.86,0.0,3.0
2013,Fès-Meknès,1015.81,13.72,19.92,8.96,14.73411522633745,71.59,3.89,373.5,308.56,333.75
2013,Guelmim-Oued Noun,176.63,16.99,23.94,12.02,18.13872427983539,60.33,5.13,70.17,15.85,90.61
2013,Laâyoune-Sakia El Hamra,107.57,18.93,25.82,13.8,18.76448559670782,64.06,5.11,57.91,6.640000000000001,43.019999999999996
2013,Marrakech-Safi,268.19,14.44,22.28,8.66,18.21325102880658,57.2,3.23,105.96000000000001,45.82,116.41000000000001
2013,Oriental,646.41,11.15,17.65,6.14,15.803497942386839,71.8,4.47,285.9,193.94,166.57
2013,Rabat-Salé-Kénitra,612.42,16.24,19.65,13.7,15.332962962962958,77.11,4.29,277.69,132.6,202.13
2013,Souss-Massa,357.53,17.35,23.89,12.27,18.970781893004105,59.27,3.57,144.17,28.04,185.32
2013,Tanger-Tétouan-Al Hoceïma,766.29,15.63,17.72,13.84,14.228148148148136,79.51,4.85,311.59,181.06,273.64
2014,Béni Mellal-Khénifra,362.14,13.9,21.24,8.31,17.63353909465021,56.05,2.5,75.28,178.58,108.28
2014,Casablanca-Settat,300.29,16.33,21.42,12.65,16.403292181069958,74.33,3.96,60.22,165.61,74.46000000000001
2014,Drâa-Tafilalet,113.6,13.21,21.05,6.85,18.892839506172827,44.45,3.6,15.389999999999999,38.43,59.78
2014,Ed Dakhla-Oued Ed Dahab,15.23,18.56,20.35,17.12,20.822510288065835,81.68,6.96,4.98,9.709999999999999,0.54
2014,Fès-Meknès,547.94,14.62,21.65,9.3,15.992304526748963,65.21,3.51,143.81,301.96,102.17
2014,Guelmim-Oued Noun,156.08,17.48,24.61,12.38,17.48057613168723,58.44,5.11,15.24,100.41,40.43
2014,Laâyoune-Sakia El Hamra,98.31,18.53,25.21,13.66,18.29399176954732,68.65,5.37,16.3,57.35,24.66
2014,Marrakech-Safi,239.82,15.12,23.13,9.17,18.242633744855972,54.55,3.12,32.9,133.54,73.38
2014,Oriental,398.43,11.65,18.71,6.28,16.680699588477378,66.28,4.03,58.9,245.39000000000001,94.14
2014,Rabat-Salé-Kénitra,334.98,16.68,20.55,13.8,15.879423868312761,74.22,3.97,63.03,189.66,82.29
2014,Souss-Massa,159.06,18.41,25.2,13.16,18.758765432098766,52.17,3.45,10.74,75.7,72.62
2014,Tanger-Tétouan-Al Hoceïma,315.82,16.13,18.5,14.15,15.290164609053496,77.24,5.19,54.7,170.66,90.46
2015,Béni Mellal-Khénifra,491.08,13.58,20.34,8.43,16.987407407407414,62.51,2.57,243.52,149.76,97.8
2015,Casablanca-Settat,503.32,16.26,20.91,12.95,16.094567901234566,76.73,3.78,228.53,177.39000000000001,97.39999999999999
2015,Drâa-Tafilalet,265.14,12.23,19.76,6.32,18.67497942386831,53.56,3.84,96.43,100.39,68.32
2015,Ed Dakhla-Oued Ed Dahab,40.12,18.59,20.58,17.01,20.924032921810696,78.7,7.08,21.189999999999998,1.97,16.96
2015,Fès-Meknès,719.85,14.74,21.32,9.77,15.06942386831276,67.88,3.61,204.63,329.87,185.35
2015,Guelmim-Oued Noun,323.18,16.53,23.23,11.72,17.314567901234557,64.67,5.12,249.56,40.15,33.47
2015,Laâyoune-Sakia El Hamra,190.64,18.3,24.95,13.33,18.465185185185188,67.76,5.36,131.36,28.080000000000002,31.2
2015,Marrakech-Safi,418.37,14.58,21.94,9.08,17.72555555555556,61.57,3.03,236.03,112.36,69.98
2015,Oriental,423.31,12.11,19.23,6.8,15.97707818930042,64.18,4.33,113.53999999999999,217.36,92.41
2015,Rabat-Salé-Kénitra,503.78,16.68,20.24,14.07,15.39345679012346,76.46,3.86,235.07999999999998,185.87,82.83
2015,Souss-Massa,438.5,17.34,23.8,12.29,18.606378600823042,61.7,3.36,330.77,56.39,51.34
2015,Tanger-Tétouan-Al Hoceïma,436.05,16.0,18.31,14.07,14.820205761316867,78.32,5.04,205.44,149.89000000000001,80.72
2016,Béni Mellal-Khénifra,229.93,14.07,21.56,8.47,17.46831967213115,52.17,2.49,33.839999999999996,78.5,117.59
2016,Casablanca-Settat,304.89,16.51,21.54,13.05,16.32881147540983,73.43,3.75,73.67,100.17,131.05
2016,Drâa-Tafilalet,66.39,13.3,21.22,6.89,19.354836065573778,43.92,3.67,18.95,9.1,38.339999999999996
2016,Ed Dakhla-Oued Ed Dahab,21.53,19.29,21.44,17.54,20.78229508196721,75.27,6.52,15.48,5.42,0.63
2016,Fès-Meknès,440.93,15.08,22.33,9.75,15.642991803278687,61.04,3.39,58.4,185.92,196.60999999999999
2016,Guelmim-Oued Noun,114.71,17.05,23.95,12.15,18.093688524590174,58.53,5.19,41.89,45.65,27.169999999999998
2016,Laâyoune-Sakia El Hamra,172.79,18.57,25.28,13.56,18.810573770491796,65.17,5.05,98.84,56.05,17.9
2016,Marrakech-Safi,152.77,15.15,23.19,9.19,18.358647540983608,50.64,3.02,25.3,49.480000000000004,77.99
2016,Oriental,269.29,12.33,19.75,6.78,16.59659836065574,62.47,3.88,70.24,77.33,121.72
2016,Rabat-Salé-Kénitra,298.85,16.97,20.72,14.31,15.714262295081962,73.66,3.77,79.18,99.62,120.05
2016,Souss-Massa,186.02,17.79,24.52,12.65,18.90122950819672,54.87,3.31,63.69,42.97,79.36
2016,Tanger-Tétouan-Al Hoceïma,449.98,16.38,18.68,14.5,14.701065573770494,79.22,4.73,139.22,141.26,169.5
2017,Béni Mellal-Khénifra,382.46,14.28,21.51,8.83,17.256666666666675,57.14,2.53,120.72,211.86,49.88
2017,Casablanca-Settat,407.76,16.55,21.6,13.06,15.952716049382715,74.08,3.69,159.21,213.62,34.93
2017,Drâa-Tafilalet,184.66,12.72,20.25,6.57,18.918641975308645,50.63,3.27,62.06,108.44,14.16
2017,Ed Dakhla-Oued Ed Dahab,13.18,19.32,21.28,17.75,20.81864197530864,77.94,6.21,10.41,1.6900000000000002,1.08
2017,Fès-Meknès,576.42,15.27,22.48,9.97,15.86600823045267,64.13,3.57,176.85999999999999,323.40999999999997,76.15
2017,Guelmim-Oued Noun,164.61,17.5,24.5,12.49,17.527407407407402,59.04,4.9,82.85000000000001,74.93,6.83
2017,Laâyoune-Sakia El Hamra,185.67,18.77,25.5,13.78,18.847283950617285,66.65,4.79,142.42,30.29,12.959999999999999
2017,Marrakech-Safi,247.03,15.4,23.18,9.58,17.680617283950607,55.28,3.03,103.1,122.85,21.08
2017,Oriental,364.86,12.43,19.72,6.86,16.51650205761317,63.51,3.91,87.76,231.79,45.31
2017,Rabat-Salé-Kénitra,454.42,16.86,20.7,14.09,15.60320987654321,74.67,3.73,177.6,215.49,61.33
2017,Souss-Massa,312.82,17.89,24.3,12.91,18.440370370370385,58.95,3.14,122.79,169.19,20.84
2017,Tanger-Tétouan-Al Hoceïma,652.3,16.07,18.18,14.36,14.80633744855967,80.39,5.26,253.89,270.62,127.79
2018,Béni Mellal-Khénifra,513.72,12.88,19.94,7.64,16.6640329218107,57.06,2.63,47.129999999999995,204.52,262.07
2018,Casablanca-Settat,606.08,15.65,20.41,12.28,15.851563786008237,74.25,3.96,68.25,271.23,266.59999999999997
2018,Drâa-Tafilalet,212.79,11.85,19.57,5.55,19.207366255144027,46.87,3.78,13.03,97.66,102.1
2018,Ed Dakhla-Oued Ed Dahab,4.71,18.56,20.46,17.03,20.967942386831268,78.25,6.78,0.0,4.46,0.25
2018,Fès-Meknès,915.35,13.93,20.65,8.98,14.989629629629633,63.96,3.76,74.37,306.04,534.9399999999999
2018,Guelmim-Oued Noun,128.11,16.69,23.48,11.88,17.72349794238683,58.03,5.21,8.61,85.56,33.94
