Year,Product,Element,Value_Sum,Value_Mean,Nb_Observations,Data_Source,Precip_Total_mm,Temp_Mean_C,Humidity_Pct,Wind_Speed_ms,Solar_Radiation,Precip_Autumn_mm,Precip_Winter_mm,Precip_Spring_mm,Dry_Year,Winter_Spring_Deficit,Thermal_Amplitude,Spring_Rain_Ratio,Crop_Type,Crop_Type_FR,Decade,Period_Label,Element_FR
1994,Tomatoes and products,Food supply quantity (kg/capita/yr),23.52,23.52,1,current_fao,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (kg/capita/yr)
1995,Tomatoes and products,Food supply quantity (kg/capita/yr),15.14,15.14,1,current_fao,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (kg/capita/yr)
1996,Tomatoes and products,Food supply quantity (kg/capita/yr),24.03,24.03,1,current_fao,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (kg/capita/yr)
1997,Tomatoes and products,Food supply quantity (kg/capita/yr),19.57,19.57,1,current_fao,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (kg/capita/yr)
1998,Tomatoes and products,Food supply quantity (kg/capita/yr),31.88,31.88,1,current_fao,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (kg/capita/yr)
1999,Tomatoes and products,Food supply quantity (kg/capita/yr),27.27,27.27,1,current_fao,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (kg/capita/yr)
2000,Tomatoes and products,Food supply quantity (kg/capita/yr),26.39,26.39,1,current_fao,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Vegetable,Légumes,2000s,1991-2000,Food supply quantity (kg/capita/yr)
2001,Tomatoes and products,Food supply quantity (kg/capita/yr),20.82,20.82,1,current_fao,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2002,Tomatoes and products,Food supply quantity (kg/capita/yr),24.11,24.11,1,current_fao,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2003,Tomatoes and products,Food supply quantity (kg/capita/yr),26.04,26.04,1,current_fao,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2004,Tomatoes and products,Food supply quantity (kg/capita/yr),33.93,33.93,1,current_fao,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2005,Tomatoes and products,Food supply quantity (kg/capita/yr),31.82,31.82,1,current_fao,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2006,Tomatoes and products,Food supply quantity (kg/capita/yr),31.9,31.9,1,current_fao,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2007,Tomatoes and products,Food supply quantity (kg/capita/yr),27.46,27.46,1,current_fao,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2008,Tomatoes and products,Food supply quantity (kg/capita/yr),27.84,27.84,1,current_fao,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2009,Tomatoes and products,Food supply quantity (kg/capita/yr),23.4,23.4,1,current_fao,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (kg/capita/yr)
2010,Tomatoes and products,Food supply quantity (kg/capita/yr),31.42,31.42,1,current_fao,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Vegetable,Légumes,2010s,2001-2010,Food supply quantity (kg/capita/yr)
2011,Tomatoes and products,Food supply quantity (kg/capita/yr),23.4,23.4,1,current_fao,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Vegetable,Légumes,2010s,2011-2024,Food supply quantity (kg/capita/yr)
2012,Tomatoes and products,Food supply quantity (kg/capita/yr),21.56,21.56,1,current_fao,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Vegetable,Légumes,2010s,2011-2024,Food supply quantity (kg/capita/yr)
2013,Tomatoes and products,Food supply quantity (kg/capita/yr),23.58,23.58,1,current_fao,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Vegetable,Légumes,2010s,2011-2024,Food supply quantity (kg/capita/yr)
1981,Tomatoes and products,Food supply quantity (tonnes),492815.67,246407.84,2,current_fao,192.556,13.405,56.9,3.007,17.182,0.0,81.626,110.93,1,-29.3,13.64,0.576,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1982,Tomatoes and products,Food supply quantity (tonnes),552708.17,276354.08,2,current_fao,612.315,14.652,58.989,2.974,17.182,18.51,300.035,293.77,0,6.27,12.42,0.48,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1983,Tomatoes and products,Food supply quantity (tonnes),527195.67,263597.83,2,current_fao,335.948,13.747,56.822,2.978,17.182,84.821,182.463,68.664,0,113.8,12.87,0.204,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1984,Tomatoes and products,Food supply quantity (tonnes),487991.92,243995.96,2,current_fao,367.519,13.985,58.558,3.095,17.182,79.601,83.384,204.534,0,-121.15,12.72,0.557,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1985,Tomatoes and products,Food supply quantity (tonnes),546188.0,273094.0,2,current_fao,328.31,13.611,56.855,3.299,15.682,88.994,145.528,93.789,0,51.74,13.36,0.286,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1986,Tomatoes and products,Food supply quantity (tonnes),662057.75,331028.88,2,current_fao,351.471,13.912,59.261,3.149,15.682,62.597,161.253,127.622,0,33.63,12.66,0.363,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1987,Tomatoes and products,Food supply quantity (tonnes),1059413.67,529706.84,2,current_fao,470.52,14.563,58.323,2.954,15.728,95.97,350.943,23.607,0,327.34,12.85,0.05,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1988,Tomatoes and products,Food supply quantity (tonnes),1144849.92,572424.96,2,current_fao,478.059,13.683,65.044,2.966,15.51,144.463,239.782,93.813,0,145.97,12.22,0.196,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1989,Tomatoes and products,Food supply quantity (tonnes),1302946.0,651473.0,2,current_fao,444.21,13.61,59.878,3.134,15.625,130.917,115.224,198.069,0,-82.84,12.59,0.446,Vegetable,Légumes,1980s,1981-1990,Food supply quantity (tonnes)
1990,Tomatoes and products,Food supply quantity (tonnes),1343014.08,671507.04,2,current_fao,465.068,14.894,61.188,3.143,15.895,134.837,147.705,182.525,0,-34.82,12.63,0.392,Vegetable,Légumes,1990s,1981-1990,Food supply quantity (tonnes)
1991,Tomatoes and products,Food supply quantity (tonnes),1196723.92,598361.96,2,current_fao,525.095,13.019,64.038,3.058,15.698,68.97,242.105,214.02,0,28.08,12.07,0.408,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
1992,Tomatoes and products,Food supply quantity (tonnes),1349974.33,674987.16,2,current_fao,309.64,13.878,55.644,3.152,16.288,47.208,75.681,186.751,0,-111.07,12.93,0.603,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
1993,Tomatoes and products,Food supply quantity (tonnes),1299663.83,649831.92,2,current_fao,294.01,13.164,56.937,3.038,15.938,65.266,88.21,140.534,0,-52.32,13.1,0.478,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
1994,Tomatoes and products,Food supply quantity (tonnes),1242904.0,621452.0,2,current_fao,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
1995,Tomatoes and products,Food supply quantity (tonnes),812310.17,406155.08,2,current_fao,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
1996,Tomatoes and products,Food supply quantity (tonnes),1309276.33,654638.16,2,current_fao,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
1997,Tomatoes and products,Food supply quantity (tonnes),1081555.75,540777.88,2,current_fao,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
1998,Tomatoes and products,Food supply quantity (tonnes),1785935.5,892967.75,2,current_fao,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
1999,Tomatoes and products,Food supply quantity (tonnes),1547706.17,773853.08,2,current_fao,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Vegetable,Légumes,1990s,1991-2000,Food supply quantity (tonnes)
2000,Tomatoes and products,Food supply quantity (tonnes),1515547.67,757773.84,2,current_fao,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Vegetable,Légumes,2000s,1991-2000,Food supply quantity (tonnes)
2001,Tomatoes and products,Food supply quantity (tonnes),1208231.5,604115.75,2,current_fao,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2002,Tomatoes and products,Food supply quantity (tonnes),1413442.0,706721.0,2,current_fao,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2003,Tomatoes and products,Food supply quantity (tonnes),1540698.33,770349.16,2,current_fao,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2004,Tomatoes and products,Food supply quantity (tonnes),2026133.92,1013066.96,2,current_fao,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2005,Tomatoes and products,Food supply quantity (tonnes),1917066.33,958533.16,2,current_fao,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2006,Tomatoes and products,Food supply quantity (tonnes),1939395.92,969697.96,2,current_fao,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2007,Tomatoes and products,Food supply quantity (tonnes),1684484.25,842242.12,2,current_fao,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2008,Tomatoes and products,Food supply quantity (tonnes),1723293.92,861646.96,2,current_fao,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2009,Tomatoes and products,Food supply quantity (tonnes),1463677.58,731838.79,2,current_fao,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Vegetable,Légumes,2000s,2001-2010,Food supply quantity (tonnes)
2010,Tomatoes and products,Food supply quantity (tonnes),1988592.0,994296.0,2,current_fao,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Vegetable,Légumes,2010s,2001-2010,Food supply quantity (tonnes)
2011,Tomatoes and products,Food supply quantity (tonnes),1500180.25,750090.12,2,current_fao,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Vegetable,Légumes,2010s,2011-2024,Food supply quantity (tonnes)
2012,Tomatoes and products,Food supply quantity (tonnes),1402330.0,701165.0,2,current_fao,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Vegetable,Légumes,2010s,2011-2024,Food supply quantity (tonnes)
2013,Tomatoes and products,Food supply quantity (tonnes),1556670.42,778335.21,2,current_fao,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Vegetable,Légumes,2010s,2011-2024,Food supply quantity (tonnes)
1984,Tomatoes and products,Import Quantity,1960.0,1960.0,1,current_fao,367.519,13.985,58.558,3.095,17.182,79.601,83.384,204.534,0,-121.15,12.72,0.557,Vegetable,Légumes,1980s,1981-1990,Import Quantity
1985,Tomatoes and products,Import Quantity,9743.0,9743.0,1,current_fao,328.31,13.611,56.855,3.299,15.682,88.994,145.528,93.789,0,51.74,13.36,0.286,Vegetable,Légumes,1980s,1981-1990,Import Quantity
1986,Tomatoes and products,Import Quantity,193.0,193.0,1,current_fao,351.471,13.912,59.261,3.149,15.682,62.597,161.253,127.622,0,33.63,12.66,0.363,Vegetable,Légumes,1980s,1981-1990,Import Quantity
1989,Tomatoes and products,Import Quantity,788.0,788.0,1,current_fao,444.21,13.61,59.878,3.134,15.625,130.917,115.224,198.069,0,-82.84,12.59,0.446,Vegetable,Légumes,1980s,1981-1990,Import Quantity
1990,Tomatoes and products,Import Quantity,11.0,11.0,1,current_fao,465.068,14.894,61.188,3.143,15.895,134.837,147.705,182.525,0,-34.82,12.63,0.392,Vegetable,Légumes,1990s,1981-1990,Import Quantity
1991,Tomatoes and products,Import Quantity,18.0,18.0,1,current_fao,525.095,13.019,64.038,3.058,15.698,68.97,242.105,214.02,0,28.08,12.07,0.408,Vegetable,Légumes,1990s,1991-2000,Import Quantity
1992,Tomatoes and products,Import Quantity,113.0,113.0,1,current_fao,309.64,13.878,55.644,3.152,16.288,47.208,75.681,186.751,0,-111.07,12.93,0.603,Vegetable,Légumes,1990s,1991-2000,Import Quantity
1993,Tomatoes and products,Import Quantity,100.0,100.0,1,current_fao,294.01,13.164,56.937,3.038,15.938,65.266,88.21,140.534,0,-52.32,13.1,0.478,Vegetable,Légumes,1990s,1991-2000,Import Quantity
1994,Tomatoes and products,Import Quantity,178.0,178.0,1,current_fao,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Vegetable,Légumes,1990s,1991-2000,Import Quantity
1995,Tomatoes and products,Import Quantity,481.0,481.0,1,current_fao,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Vegetable,Légumes,1990s,1991-2000,Import Quantity
1996,Tomatoes and products,Import Quantity,1284.0,1284.0,1,current_fao,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Vegetable,Légumes,1990s,1991-2000,Import Quantity
1997,Tomatoes and products,Import Quantity,153.0,153.0,1,current_fao,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Vegetable,Légumes,1990s,1991-2000,Import Quantity
1998,Tomatoes and products,Import Quantity,222.0,222.0,1,current_fao,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Vegetable,Légumes,1990s,1991-2000,Import Quantity
1999,Tomatoes and products,Import Quantity,466.0,466.0,1,current_fao,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Vegetable,Légumes,1990s,1991-2000,Import Quantity
2000,Tomatoes and products,Import Quantity,2424.0,2424.0,1,current_fao,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Vegetable,Légumes,2000s,1991-2000,Import Quantity
2001,Tomatoes and products,Import Quantity,3371.0,3371.0,1,current_fao,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2002,Tomatoes and products,Import Quantity,1004.0,1004.0,1,current_fao,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2003,Tomatoes and products,Import Quantity,3078.0,3078.0,1,current_fao,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2004,Tomatoes and products,Import Quantity,12507.0,12507.0,1,current_fao,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2005,Tomatoes and products,Import Quantity,26232.0,26232.0,1,current_fao,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2006,Tomatoes and products,Import Quantity,24301.0,24301.0,1,current_fao,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2007,Tomatoes and products,Import Quantity,14201.0,14201.0,1,current_fao,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2008,Tomatoes and products,Import Quantity,9502.0,9502.0,1,current_fao,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2009,Tomatoes and products,Import Quantity,19677.0,19677.0,1,current_fao,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Vegetable,Légumes,2000s,2001-2010,Import Quantity
2010,Tomatoes and products,Import Quantity,54949.0,54949.0,1,current_fao,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Vegetable,Légumes,2010s,2001-2010,Import Quantity
2011,Tomatoes and products,Import Quantity,26242.0,26242.0,1,current_fao,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Vegetable,Légumes,2010s,2011-2024,Import Quantity
2012,Tomatoes and products,Import Quantity,28887.0,28887.0,1,current_fao,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Vegetable,Légumes,2010s,2011-2024,Import Quantity
2013,Tomatoes and products,Import Quantity,48330.0,48330.0,1,current_fao,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Vegetable,Légumes,2010s,2011-2024,Import Quantity
1981,Tomatoes and products,Production,370000.0,370000.0,1,current_fao,192.556,13.405,56.9,3.007,17.182,0.0,81.626,110.93,1,-29.3,13.64,0.576,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1982,Tomatoes and products,Production,380000.0,380000.0,1,current_fao,612.315,14.652,58.989,2.974,17.182,18.51,300.035,293.77,0,6.27,12.42,0.48,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1983,Tomatoes and products,Production,366280.0,366280.0,1,current_fao,335.948,13.747,56.822,2.978,17.182,84.821,182.463,68.664,0,113.8,12.87,0.204,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1984,Tomatoes and products,Production,368640.0,368640.0,1,current_fao,367.519,13.985,58.558,3.095,17.182,79.601,83.384,204.534,0,-121.15,12.72,0.557,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1985,Tomatoes and products,Production,390000.0,390000.0,1,current_fao,328.31,13.611,56.855,3.299,15.682,88.994,145.528,93.789,0,51.74,13.36,0.286,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1986,Tomatoes and products,Production,470000.0,470000.0,1,current_fao,351.471,13.912,59.261,3.149,15.682,62.597,161.253,127.622,0,33.63,12.66,0.363,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1987,Tomatoes and products,Production,694000.0,694000.0,1,current_fao,470.52,14.563,58.323,2.954,15.728,95.97,350.943,23.607,0,327.34,12.85,0.05,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1988,Tomatoes and products,Production,727000.0,727000.0,1,current_fao,478.059,13.683,65.044,2.966,15.51,144.463,239.782,93.813,0,145.97,12.22,0.196,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1989,Tomatoes and products,Production,831000.0,831000.0,1,current_fao,444.21,13.61,59.878,3.134,15.625,130.917,115.224,198.069,0,-82.84,12.59,0.446,Vegetable,Légumes,1980s,1981-1990,Production (tonnes)
1990,Tomatoes and products,Production,871836.0,871836.0,1,current_fao,465.068,14.894,61.188,3.143,15.895,134.837,147.705,182.525,0,-34.82,12.63,0.392,Vegetable,Légumes,1990s,1981-1990,Production (tonnes)
1991,Tomatoes and products,Production,803184.0,803184.0,1,current_fao,525.095,13.019,64.038,3.058,15.698,68.97,242.105,214.02,0,28.08,12.07,0.408,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
1992,Tomatoes and products,Production,893775.0,893775.0,1,current_fao,309.64,13.878,55.644,3.152,16.288,47.208,75.681,186.751,0,-111.07,12.93,0.603,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
1993,Tomatoes and products,Production,894040.0,894040.0,1,current_fao,294.01,13.164,56.937,3.038,15.938,65.266,88.21,140.534,0,-52.32,13.1,0.478,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
1994,Tomatoes and products,Production,850390.0,850390.0,1,current_fao,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
1995,Tomatoes and products,Production,623580.0,623580.0,1,current_fao,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
1996,Tomatoes and products,Production,882630.0,882630.0,1,current_fao,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
1997,Tomatoes and products,Production,804780.0,804780.0,1,current_fao,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
1998,Tomatoes and products,Production,1242400.0,1242400.0,1,current_fao,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
1999,Tomatoes and products,Production,1116000.0,1116000.0,1,current_fao,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Vegetable,Légumes,1990s,1991-2000,Production (tonnes)
2000,Tomatoes and products,Production,1008900.0,1008900.0,1,current_fao,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Vegetable,Légumes,2000s,1991-2000,Production (tonnes)
2001,Tomatoes and products,Production,881000.0,881000.0,1,current_fao,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2002,Tomatoes and products,Production,991020.0,991020.0,1,current_fao,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2003,Tomatoes and products,Production,1036840.0,1036840.0,1,current_fao,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2004,Tomatoes and products,Production,1213530.0,1213530.0,1,current_fao,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2005,Tomatoes and products,Production,1205510.0,1205510.0,1,current_fao,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2006,Tomatoes and products,Production,1245000.0,1245000.0,1,current_fao,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2007,Tomatoes and products,Production,1237030.0,1237030.0,1,current_fao,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2008,Tomatoes and products,Production,1312310.0,1312310.0,1,current_fao,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2009,Tomatoes and products,Production,1230470.0,1230470.0,1,current_fao,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Vegetable,Légumes,2000s,2001-2010,Production (tonnes)
2010,Tomatoes and products,Production,1433937.0,1433937.0,1,current_fao,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Vegetable,Légumes,2010s,2001-2010,Production (tonnes)
2011,Tomatoes and products,Production,1217905.0,1217905.0,1,current_fao,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Vegetable,Légumes,2010s,2011-2024,Production (tonnes)
2012,Tomatoes and products,Production,1219071.0,1219071.0,1,current_fao,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Vegetable,Légumes,2010s,2011-2024,Production (tonnes)
2013,Tomatoes and products,Production,1293319.0,1293319.0,1,current_fao,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Vegetable,Légumes,2010s,2011-2024,Production (tonnes)
1981,Tomatoes and products,Protein supply quantity (g/capita/day),0.33,0.33,1,current_fao,192.556,13.405,56.9,3.007,17.182,0.0,81.626,110.93,1,-29.3,13.64,0.576,Vegetable,Légumes,1980s,1981-1990,Protein supply quantity (g/capita/day)
1982,Tomatoes and products,Protein supply quantity (g/capita/day),0.37,0.37,1,current_fao,612.315,14.652,58.989,2.974,17.182,18.51,300.035,293.77,0,6.27,12.42,0.48,Vegetable,Légumes,1980s,1981-1990,Protein supply quantity (g/capita/day)
1983,Tomatoes and products,Protein supply quantity (g/capita/day),0.34,0.34,1,current_fao,335.948,13.747,56.822,2.978,17.182,84.821,182.463,68.664,0,113.8,12.87,0.204,Vegetable,Légumes,1980s,1981-1990,Protein supply quantity (g/capita/day)
