Year,Product,Element,Value_Sum,Value_Mean,Nb_Observations,Data_Source,Precip_Total_mm,Temp_Mean_C,Humidity_Pct,Wind_Speed_ms,Solar_Radiation,Precip_Autumn_mm,Precip_Winter_mm,Precip_Spring_mm,Dry_Year,Winter_Spring_Deficit,Thermal_Amplitude,Spring_Rain_Ratio,Crop_Type,Crop_Type_FR,Value_Mean_Log,Crop_Type_Code,Superficie_ha
2018,Coton en graine  non égrené,Rendement,4129.0,2064.5,2,FAOSTAT,300.244,14.918,55.107,3.096,17.6,30.96,138.133,131.151,0,6.98,12.64,0.437,Cereal,Céréales,7.633127606836819,0,103.0
2019,Coton en graine  non égrené,Rendement,3927.4,1963.7,2,FAOSTAT,245.929,15.977,53.329,2.932,18.505,145.798,21.748,78.383,0,-56.63,13.22,0.319,Cereal,Céréales,7.583094840892118,0,107.0
2020,Coton en graine  non égrené,Rendement,4006.2,2003.1,2,FAOSTAT,251.401,16.379,51.876,2.982,18.419,23.36,68.674,159.367,0,-90.69,13.1,0.634,Cereal,Céréales,7.602950361159382,0,107.0
2021,Coton en graine  non égrené,Rendement,4123.6,2061.8,2,FAOSTAT,302.375,15.946,57.84,3.088,17.916,83.683,157.962,60.73,0,97.23,12.72,0.201,Cereal,Céréales,7.631819562176804,0,108.0
2022,Coton en graine  non égrené,Rendement,4019.4,2009.7,2,FAOSTAT,215.98,16.315,50.888,3.109,18.126,24.796,51.542,139.642,0,-88.1,13.25,0.647,Cereal,Céréales,7.606238199131601,0,107.0
2023,Coton en graine  non égrené,Rendement,4049.8,2024.9,2,FAOSTAT,165.862,17.628,48.341,3.037,18.002,24.3,112.651,28.911,1,83.74,13.22,0.174,Cereal,Céréales,7.613769325248906,0,107.0
2024,Coton en graine  non égrené,Rendement,4064.4,2032.2,2,FAOSTAT,155.137,17.793,44.937,3.098,18.307,34.28,61.8,59.057,1,2.74,13.67,0.381,Cereal,Céréales,7.617366185572747,0,107.0
1981,Dattes,Rendement,3217.8,3217.8,1,FAOSTAT,79.907,13.799,46.842,4.036,19.223,0.0,45.144,34.763,1,10.38,14.75,0.435,Date_Palm,Datte,8.076763898271977,1,20200.0
1982,Dattes,Rendement,3013.7,3013.7,1,FAOSTAT,314.936,14.031,51.728,3.562,19.223,14.995,142.453,157.488,0,-15.03,13.2,0.5,Date_Palm,Datte,8.011255601723022,1,21900.0
1983,Dattes,Rendement,2607.0,2607.0,1,FAOSTAT,95.809,13.902,45.243,3.661,19.223,24.049,35.997,35.763,1,0.23,13.97,0.373,Date_Palm,Datte,7.866338923046544,1,21500.0
1984,Dattes,Rendement,1171.4,1171.4,1,FAOSTAT,119.514,13.98,48.053,3.754,19.223,41.053,19.637,58.824,1,-39.19,13.89,0.492,Date_Palm,Datte,7.066808208836737,1,21700.0
1985,Dattes,Rendement,651.4,651.4,1,FAOSTAT,203.123,13.237,50.367,3.829,17.262,44.973,94.898,63.252,0,31.65,13.8,0.311,Date_Palm,Datte,6.4806578707468585,1,21400.0
1986,Dattes,Rendement,934.6,934.6,1,FAOSTAT,148.775,13.783,50.392,3.831,17.27,30.429,70.201,48.145,1,22.06,13.83,0.324,Date_Palm,Datte,6.841188034710024,1,21400.0
1987,Dattes,Rendement,1674.2,1674.2,1,FAOSTAT,221.731,14.298,51.045,3.567,16.806,54.996,131.9,34.835,0,97.06,13.65,0.157,Date_Palm,Datte,7.423687840116273,1,22100.0
1988,Dattes,Rendement,2583.6,2583.6,1,FAOSTAT,285.435,13.926,55.182,3.75,16.906,61.578,168.185,55.672,0,112.51,13.17,0.195,Date_Palm,Datte,7.857326036091091,1,19500.0
1989,Dattes,Rendement,5057.4,5057.4,1,FAOSTAT,264.308,12.886,55.005,3.677,17.187,150.432,58.954,54.922,0,4.03,12.68,0.208,Date_Palm,Datte,8.528805506744403,1,20900.0
1991,Dattes,Rendement,4514.8,4514.8,1,FAOSTAT,269.174,12.947,55.926,3.729,17.537,15.831,135.774,117.569,0,18.2,13.21,0.437,Date_Palm,Datte,8.415337637309227,1,23700.0
1992,Dattes,Rendement,3489.4,3489.4,1,FAOSTAT,152.459,12.942,52.264,3.748,17.606,34.153,58.839,59.467,1,-0.63,12.93,0.39,Date_Palm,Datte,8.1577716218094,1,23500.0
1993,Dattes,Rendement,4747.9,4747.9,1,FAOSTAT,146.268,12.898,50.699,3.746,17.792,25.122,70.077,51.069,1,19.01,13.24,0.349,Date_Palm,Datte,8.465668291262773,1,23400.0
1994,Dattes,Rendement,2661.8,2661.8,1,FAOSTAT,226.495,13.158,55.31,3.949,17.886,142.213,51.72,32.562,0,19.16,13.23,0.144,Date_Palm,Datte,7.887133479726549,1,23300.0
1995,Dattes,Rendement,2208.1,2208.1,1,FAOSTAT,244.002,14.231,52.365,3.492,17.776,104.384,20.088,119.53,0,-99.44,13.22,0.49,Date_Palm,Datte,7.700340471748139,1,44200.0
1996,Dattes,Rendement,1801.8,1801.8,1,FAOSTAT,370.994,13.661,59.495,3.78,17.061,71.627,192.636,106.731,0,85.9,12.29,0.288,Date_Palm,Datte,7.4970962908164935,1,44400.0
1997,Dattes,Rendement,2630.2,2630.2,1,FAOSTAT,259.986,14.323,52.094,3.499,18.682,22.632,139.769,97.585,0,42.18,12.99,0.375,Date_Palm,Datte,7.875195294874847,1,42000.0
1998,Dattes,Rendement,1923.1,1923.1,1,FAOSTAT,163.186,14.682,52.131,3.79,18.683,23.928,107.665,31.593,1,76.07,13.58,0.194,Date_Palm,Datte,7.562213604926971,1,44200.0
1999,Dattes,Rendement,1641.7,1641.7,1,FAOSTAT,126.99,14.342,46.065,3.678,19.139,4.374,76.29,46.326,1,29.96,14.07,0.365,Date_Palm,Datte,7.404096508547155,1,44200.0
2000,Dattes,Rendement,2434.2,2434.2,1,FAOSTAT,157.501,13.817,48.647,3.7,18.389,80.823,25.248,51.43,1,-26.18,13.52,0.327,Date_Palm,Datte,7.797784167667366,1,30400.0
2001,Dattes,Rendement,964.3,964.3,1,FAOSTAT,131.625,14.43,46.944,3.814,19.299,58.851,49.973,22.801,1,27.17,14.39,0.173,Date_Palm,Datte,6.8724389338545695,1,33600.0
2002,Dattes,Rendement,1006.1,1006.1,1,FAOSTAT,193.473,14.681,48.171,3.681,18.408,42.795,55.999,94.679,1,-38.68,13.15,0.489,Date_Palm,Datte,6.914830192654099,1,33000.0
2003,Dattes,Rendement,1639.7,1639.7,1,FAOSTAT,140.866,14.742,48.579,3.786,18.945,59.347,39.817,41.702,1,-1.88,13.71,0.296,Date_Palm,Datte,7.402878259020837,1,33000.0
2004,Dattes,Rendement,2109.4,2109.4,1,FAOSTAT,258.301,13.564,53.497,3.813,18.689,62.948,77.52,117.833,0,-40.31,13.19,0.456,Date_Palm,Datte,7.65463278196305,1,32900.0
2005,Dattes,Rendement,1368.9,1368.9,1,FAOSTAT,148.038,13.947,48.505,3.651,18.37,47.435,80.447,20.156,1,60.29,13.4,0.136,Date_Palm,Datte,7.222493023457344,1,34700.0
2006,Dattes,Rendement,1280.8,1280.8,1,FAOSTAT,246.584,13.795,54.446,3.696,18.204,46.734,130.916,68.934,0,61.98,12.77,0.28,Date_Palm,Datte,7.1560206190701265,1,35500.0
2007,Dattes,Rendement,2058.2,2058.2,1,FAOSTAT,259.556,13.759,52.246,3.657,18.593,72.8,86.829,99.927,0,-13.1,13.0,0.385,Date_Palm,Datte,7.630072836841862,1,36100.0
2008,Dattes,Rendement,1949.1,1949.1,1,FAOSTAT,196.593,14.193,50.498,3.615,18.766,91.306,74.905,30.382,1,44.52,13.28,0.155,Date_Palm,Datte,7.575635932294195,1,37300.0
2009,Dattes,Rendement,2168.7,2168.7,1,FAOSTAT,313.821,12.259,60.567,3.891,18.575,170.308,97.191,46.322,0,50.87,12.47,0.148,Date_Palm,Datte,7.682344188129326,1,39000.0
2010,Dattes,Rendement,1486.6,1486.6,1,FAOSTAT,251.076,15.069,53.806,3.738,18.282,7.698,197.63,45.748,0,151.88,13.14,0.182,Date_Palm,Datte,7.3049193620509145,1,68176.0
2011,Dattes,Rendement,1890.0,1890.0,1,FAOSTAT,284.321,13.888,52.913,3.622,18.16,51.763,58.783,173.775,0,-114.99,12.97,0.611,Date_Palm,Datte,7.544861068658458,1,54476.0
2012,Dattes,Rendement,1786.0,1786.0,1,FAOSTAT,214.715,13.144,50.687,3.569,18.861,86.761,27.04,100.914,0,-73.87,13.08,0.47,Date_Palm,Datte,7.488293515159428,1,57035.0
2013,Dattes,Rendement,1950.4,1950.4,1,FAOSTAT,203.801,13.87,51.914,4.013,19.174,98.683,20.465,84.653,0,-64.19,13.69,0.415,Date_Palm,Datte,7.576302342673849,1,57384.0
2014,Dattes,Rendement,1769.9,1769.9,1,FAOSTAT,126.94,14.677,47.393,3.721,18.725,14.445,52.082,60.413,1,-8.33,13.57,0.476,Date_Palm,Datte,7.479243170914754,1,57744.0
2015,Dattes,Rendement,1734.8,1734.8,1,FAOSTAT,305.616,13.682,56.299,3.872,18.525,158.611,85.566,61.439,0,24.13,12.86,0.201,Date_Palm,Datte,7.459223681210144,1,57859.0
2016,Dattes,Rendement,2156.3,2156.3,1,FAOSTAT,95.148,14.573,47.571,3.75,19.138,30.192,19.529,45.427,1,-25.9,13.58,0.477,Date_Palm,Datte,7.676612718776558,1,58122.0
2017,Dattes,Rendement,2221.7,2221.7,1,FAOSTAT,208.287,14.232,53.135,3.407,18.684,76.285,117.239,14.763,0,102.48,13.06,0.071,Date_Palm,Datte,7.7064779520907205,1,58316.0
2018,Dattes,Rendement,1889.2,1889.2,1,FAOSTAT,200.764,13.432,49.602,3.857,18.95,12.918,98.694,89.152,0,9.54,13.31,0.444,Date_Palm,Datte,7.544437922560956,1,59127.0
2019,Dattes,Rendement,1703.3,1703.3,1,FAOSTAT,176.041,14.169,50.143,3.407,18.963,87.248,3.754,85.039,1,-81.28,13.49,0.483,Date_Palm,Datte,7.440909748231191,1,59613.0
2020,Dattes,Rendement,2334.2,2334.2,1,FAOSTAT,236.25,14.982,47.616,3.561,19.078,17.531,36.055,182.664,0,-146.61,13.51,0.773,Date_Palm,Datte,7.755852819539905,1,61332.0
2021,Dattes,Rendement,2377.6,2377.6,1,FAOSTAT,195.511,14.593,52.353,3.633,18.601,72.855,65.333,57.323,1,8.01,13.2,0.293,Date_Palm,Datte,7.7742673582931445,1,63215.0
2022,Dattes,Rendement,2099.8,2099.8,1,FAOSTAT,497.11,14.024,52.456,3.531,18.64,25.69,30.756,440.664,0,-409.91,13.16,0.886,Date_Palm,Datte,7.650073503548532,1,65432.0
2023,Dattes,Rendement,1602.3,1602.3,1,FAOSTAT,140.875,15.668,45.47,3.39,18.639,12.903,91.228,36.744,1,54.48,13.25,0.261,Date_Palm,Datte,7.379819284194792,1,67014.0
2024,Dattes,Rendement,1693.8,1693.8,1,FAOSTAT,78.228,16.248,39.24,3.625,18.975,15.835,20.887,41.506,1,-20.62,13.97,0.531,Date_Palm,Datte,7.435320018752404,1,66055.0
1985,Figues,Rendement,2250.0,2250.0,1,FAOSTAT,344.768,14.614,65.889,4.281,14.986,109.212,149.26,86.297,0,62.96,9.64,0.25,Fruit,Fruits,7.719129840906732,2,32000.0
1986,Figues,Rendement,2237.3,2237.3,1,FAOSTAT,399.403,14.84,67.44,4.085,14.819,89.108,192.261,118.034,0,74.23,9.18,0.296,Fruit,Fruits,7.713471928145578,2,29500.0
1987,Figues,Rendement,1810.0,1810.0,1,FAOSTAT,402.736,15.386,66.686,3.92,14.894,110.116,258.928,33.692,0,225.24,9.5,0.084,Fruit,Fruits,7.501634457883413,2,30000.0
1988,Figues,Rendement,1850.0,1850.0,1,FAOSTAT,485.882,14.79,71.556,3.83,14.656,166.224,232.548,87.11,0,145.44,8.94,0.179,Fruit,Fruits,7.523481312573497,2,30000.0
1989,Figues,Rendement,1497.4,1497.4,1,FAOSTAT,479.736,14.788,68.113,4.248,14.855,178.035,134.842,166.859,0,-32.02,9.13,0.348,Fruit,Fruits,7.312153151129879,2,38000.0
1990,Figues,Rendement,1492.3,1492.3,1,FAOSTAT,589.814,15.72,69.756,4.261,14.947,195.633,214.336,179.844,0,34.49,9.06,0.305,Fruit,Fruits,7.308743715063223,2,39000.0
1991,Figues,Rendement,1500.0,1500.0,1,FAOSTAT,502.216,14.133,69.94,4.076,14.621,101.113,243.944,157.159,0,86.78,8.93,0.313,Fruit,Fruits,7.313886831633462,2,40000.0
1992,Figues,Rendement,1125.0,1125.0,1,FAOSTAT,325.251,14.868,64.323,4.303,15.513,87.791,93.88,143.58,0,-49.7,9.46,0.441,Fruit,Fruits,7.026426808699636,2,40000.0
1993,Figues,Rendement,1250.0,1250.0,1,FAOSTAT,354.889,14.25,65.906,4.05,15.054,87.436,105.714,161.74,0,-56.03,9.52,0.456,Fruit,Fruits,7.1316985104669115,2,40000.0
1994,Figues,Rendement,1625.0,1625.0,1,FAOSTAT,416.485,14.206,70.362,4.012,15.13,183.998,173.768,58.719,0,115.05,9.2,0.141,Fruit,Fruits,7.3938782901077555,2,40000.0
1995,Figues,Rendement,1595.2,1595.2,1,FAOSTAT,241.606,15.633,65.085,3.951,15.764,84.074,44.31,113.222,0,-68.91,9.89,0.469,Fruit,Fruits,7.3753810834419085,2,42000.0
1996,Figues,Rendement,916.1,916.1,1,FAOSTAT,729.16,15.404,71.132,4.302,14.167,67.078,450.502,211.58,0,238.92,8.49,0.29,Fruit,Fruits,6.821216517564898,2,44100.0
1997,Figues,Rendement,1219.0,1219.0,1,FAOSTAT,625.035,15.44,70.164,4.234,15.641,83.822,409.755,131.457,0,278.3,9.06,0.21,Fruit,Fruits,7.106606137727303,2,42000.0
1998,Figues,Rendement,1326.2,1326.2,1,FAOSTAT,514.788,15.563,70.438,4.194,15.467,174.537,258.932,81.32,0,177.61,8.98,0.158,Fruit,Fruits,7.190826738876234,2,42000.0
1999,Figues,Rendement,1838.6,1838.6,1,FAOSTAT,282.554,15.076,63.994,3.798,16.46,14.686,192.113,75.756,0,116.36,10.09,0.268,Fruit,Fruits,7.517303435665768,2,44600.0
2000,Figues,Rendement,1558.1,1558.1,1,FAOSTAT,391.21,15.176,66.878,4.094,15.476,155.666,80.107,155.436,0,-75.33,9.73,0.397,Fruit,Fruits,7.3518640106825055,2,43900.0
2001,Figues,Rendement,1741.9,1741.9,1,FAOSTAT,508.616,15.098,68.562,4.127,15.705,142.561,303.129,62.926,0,240.2,9.57,0.124,Fruit,Fruits,7.463305671527636,2,43400.0
2002,Figues,Rendement,2256.9,2256.9,1,FAOSTAT,419.862,15.808,64.916,4.24,15.185,63.654,149.49,206.718,0,-57.23,9.57,0.492,Fruit,Fruits,7.722190456749282,2,43200.0
2003,Figues,Rendement,1565.4,1565.4,1,FAOSTAT,585.674,15.379,69.93,4.142,15.228,237.855,208.549,139.27,0,69.28,9.17,0.238,Fruit,Fruits,7.356535271776246,2,42800.0
2004,Figues,Rendement,1405.2,1405.2,1,FAOSTAT,607.191,14.705,71.497,4.018,14.5,234.208,189.313,183.67,0,5.64,8.77,0.302,Fruit,Fruits,7.248646309765061,2,42700.0
2005,Figues,Rendement,1885.8,1885.8,1,FAOSTAT,340.898,14.977,65.021,3.968,15.984,101.734,170.93,68.233,0,102.7,9.67,0.2,Fruit,Fruits,7.542637551410107,2,43800.0
2006,Figues,Rendement,1750.0,1750.0,1,FAOSTAT,521.294,14.902,70.571,3.968,15.076,129.297,266.265,125.732,0,140.53,8.98,0.241,Fruit,Fruits,7.467942332285852,2,44000.0
2007,Figues,Rendement,1386.2,1386.2,1,FAOSTAT,419.77,15.107,66.616,3.951,15.693,107.02,144.002,168.747,0,-24.75,9.45,0.402,Fruit,Fruits,7.235042606026277,2,44441.0
2008,Figues,Rendement,1645.1,1645.1,1,FAOSTAT,407.061,15.418,65.86,4.225,15.968,124.666,183.662,98.732,0,84.93,9.41,0.243,Fruit,Fruits,7.406164132733039,2,42381.0
2009,Figues,Rendement,2294.1,2294.1,1,FAOSTAT,767.484,13.854,74.23,4.4,15.092,273.33,384.756,109.398,0,275.36,8.39,0.143,Fruit,Fruits,7.73853169453012,2,47600.0
2010,Figues,Rendement,2208.7,2208.7,1,FAOSTAT,933.596,15.921,70.343,4.406,15.06,55.236,659.363,218.998,0,440.37,8.79,0.235,Fruit,Fruits,7.700612038691059,2,49682.0
2011,Figues,Rendement,2230.8,2230.8,1,FAOSTAT,815.264,15.266,70.435,4.331,15.042,243.815,317.619,253.83,0,63.79,8.81,0.311,Fruit,Fruits,7.7105637137516005,2,51449.0
2012,Figues,Rendement,2012.8,2012.8,1,FAOSTAT,391.857,14.673,65.328,4.008,16.461,213.522,66.958,111.376,0,-44.42,9.53,0.284,Fruit,Fruits,7.607778763481514,2,51020.0
2013,Figues,Rendement,2045.4,2045.4,1,FAOSTAT,729.097,14.664,71.16,4.109,15.402,281.851,191.875,255.371,0,-63.5,8.79,0.35,Fruit,Fruits,7.623837430824579,2,55020.0
2014,Figues,Rendement,2310.6,2310.6,1,FAOSTAT,378.062,15.349,67.357,4.085,16.274,80.438,207.335,90.288,0,117.05,9.55,0.239,Fruit,Fruits,7.7456952044436225,2,54771.0
2015,Figues,Rendement,2716.5,2716.5,1,FAOSTAT,530.96,15.204,70.478,4.037,15.634,212.804,203.5,114.655,0,88.84,8.95,0.216,Fruit,Fruits,7.907467618995365,2,55260.0
2016,Figues,Rendement,1027.0,1027.0,1,FAOSTAT,372.51,15.617,65.712,3.834,15.945,82.453,133.946,156.111,0,-22.16,9.58,0.419,Fruit,Fruits,6.93537044601511,2,58306.0
2017,Figues,Rendement,2278.6,2278.6,1,FAOSTAT,524.425,15.622,68.422,4.111,15.896,189.232,252.154,83.038,0,169.12,9.31,0.158,Fruit,Fruits,7.731755267960844,2,60533.0
2018,Figues,Rendement,2087.6,2087.6,1,FAOSTAT,634.98,14.721,67.395,4.124,15.409,69.518,210.064,355.398,0,-145.33,9.07,0.56,Fruit,Fruits,7.644249264045448,2,61498.0
2019,Figues,Rendement,2437.3,2437.3,1,FAOSTAT,461.197,15.401,67.28,3.985,16.526,282.47,84.622,94.105,0,-9.48,9.48,0.204,Fruit,Fruits,7.799056354152686,2,62969.0
2020,Figues,Rendement,2284.9,2284.9,1,FAOSTAT,467.492,15.896,67.277,3.9,15.868,100.391,114.089,253.012,0,-138.92,9.42,0.541,Fruit,Fruits,7.7345150988660025,2,63131.0
2021,Figues,Rendement,2237.3,2237.3,1,FAOSTAT,500.41,15.728,69.096,3.96,15.593,86.232,302.702,111.476,0,191.23,9.17,0.223,Fruit,Fruits,7.713471928145578,2,64431.0
2022,Figues,Rendement,1647.6,1647.6,1,FAOSTAT,342.038,16.03,64.329,4.223,16.066,50.118,80.34,211.58,0,-131.24,9.79,0.619,Fruit,Fruits,7.407681721879127,2,66532.0
2023,Figues,Rendement,1707.6,1707.6,1,FAOSTAT,353.165,17.16,63.487,3.894,16.143,56.176,228.965,68.024,0,160.94,9.83,0.193,Fruit,Fruits,7.4434296007175185,2,69788.0
2024,Figues,Rendement,1552.7,1552.7,1,FAOSTAT,365.145,17.124,61.562,4.168,16.249,72.148,119.666,173.33,0,-53.66,10.06,0.475,Fruit,Fruits,7.348394462097955,2,68421.0
1985,Fraises,Rendement,6666.7,6666.7,1,FAOSTAT,287.826,16.476,59.949,3.711,16.9,104.046,157.355,26.425,0,130.93,11.34,0.092,Fruit,Fruits,8.80503025185676,2,30.0
1986,Fraises,Rendement,6000.0,6000.0,1,FAOSTAT,202.879,17.008,58.078,3.544,16.984,22.165,109.664,71.05,0,38.61,11.46,0.35,Fruit,Fruits,8.699681400989514,2,100.0
1987,Fraises,Rendement,8000.0,8000.0,1,FAOSTAT,305.773,17.328,58.799,3.295,16.684,38.85,241.809,25.114,0,216.7,11.34,0.082,Fruit,Fruits,8.987321812850125,2,100.0
1988,Fraises,Rendement,8000.0,8000.0,1,FAOSTAT,448.921,16.712,65.13,3.542,16.879,103.943,268.892,76.086,0,192.81,10.77,0.169,Fruit,Fruits,8.987321812850125,2,125.0
1989,Fraises,Rendement,9032.3,9032.3,1,FAOSTAT,335.687,16.532,61.502,3.654,17.048,168.022,79.363,88.302,0,-8.94,11.03,0.263,Fruit,Fruits,9.108673028155973,2,155.0
1990,Fraises,Rendement,6250.0,6250.0,1,FAOSTAT,325.608,17.668,61.567,3.563,16.988,113.849,116.423,95.336,0,21.09,10.87,0.293,Fruit,Fruits,8.740496729931813,2,160.0
1991,Fraises,Rendement,9047.6,9047.6,1,FAOSTAT,349.352,16.252,62.754,3.575,17.383,23.105,218.008,108.239,0,109.77,11.09,0.31,Fruit,Fruits,9.110365328594694,2,210.0
1992,Fraises,Rendement,9375.0,9375.0,1,FAOSTAT,181.428,17.048,57.049,3.719,17.354,50.768,71.068,59.592,1,11.48,11.27,0.328,Fruit,Fruits,9.145908511816794,2,320.0
1993,Fraises,Rendement,9600.0,9600.0,1,FAOSTAT,160.605,16.19,58.383,3.574,17.549,24.398,83.86,52.347,1,31.51,11.32,0.326,Fruit,Fruits,9.169622538697624,2,625.0
1994,Fraises,Rendement,9816.0,9816.0,1,FAOSTAT,266.469,16.161,62.991,3.509,17.422,134.031,83.923,48.515,0,35.41,11.07,0.182,Fruit,Fruits,9.191870855692521,2,815.0
1995,Fraises,Rendement,10000.0,10000.0,1,FAOSTAT,197.588,17.963,56.611,3.398,17.736,56.282,42.558,98.748,1,-56.19,11.79,0.5,Fruit,Fruits,9.210440366976517,2,1000.0
1996,Fraises,Rendement,17917.1,17917.1,1,FAOSTAT,485.511,17.259,65.638,3.679,16.446,45.801,330.255,109.455,0,220.8,9.94,0.225,Fruit,Fruits,9.79356665412197,2,1116.0
1997,Fraises,Rendement,22957.1,22957.1,1,FAOSTAT,424.961,17.573,62.72,3.472,17.894,71.495,254.428,99.038,0,155.39,10.62,0.233,Fruit,Fruits,10.041426094396076,2,1307.0
1998,Fraises,Rendement,27316.0,27316.0,1,FAOSTAT,256.827,17.984,60.332,3.774,17.671,58.763,163.629,34.435,0,129.19,11.22,0.134,Fruit,Fruits,10.215264497991953,2,1464.0
1999,Fraises,Rendement,39457.6,39457.6,1,FAOSTAT,206.122,17.416,55.81,3.532,18.537,3.314,138.054,64.754,0,73.3,11.87,0.314,Fruit,Fruits,10.58300729998117,2,1475.0
2000,Fraises,Rendement,43478.3,43478.3,1,FAOSTAT,227.64,17.005,59.108,3.453,17.818,115.582,57.891,54.167,0,3.72,11.39,0.238,Fruit,Fruits,10.680040241749523,2,2415.0
2001,Fraises,Rendement,35156.3,35156.3,1,FAOSTAT,157.022,17.631,55.093,3.708,18.512,27.587,114.073,15.362,1,98.71,12.15,0.098,Fruit,Fruits,10.467587557041599,2,2560.0
2002,Fraises,Rendement,37037.0,37037.0,1,FAOSTAT,258.53,18.039,56.429,3.598,17.388,9.356,118.647,130.527,0,-11.88,11.15,0.505,Fruit,Fruits,10.51969969162195,2,1890.0
2003,Fraises,Rendement,38185.7,38185.7,1,FAOSTAT,292.428,17.668,60.739,3.518,17.86,136.852,68.775,86.801,0,-18.03,11.23,0.297,Fruit,Fruits,10.55024256643101,2,2370.0
2004,Fraises,Rendement,38165.5,38165.5,1,FAOSTAT,273.712,16.746,61.825,3.659,17.463,105.769,84.548,83.395,0,1.15,10.8,0.305,Fruit,Fruits,10.54971344648656,2,2780.0
2005,Fraises,Rendement,37770.7,37770.7,1,FAOSTAT,193.551,17.052,57.223,3.504,17.941,71.782,94.704,27.065,1,67.64,11.47,0.14,Fruit,Fruits,10.539315423960229,2,3140.0
2006,Fraises,Rendement,40000.0,40000.0,1,FAOSTAT,321.226,16.895,62.567,3.464,17.443,74.514,205.705,41.007,0,164.7,10.69,0.128,Fruit,Fruits,10.596659732783579,2,2800.0
2007,Fraises,Rendement,41379.3,41379.3,1,FAOSTAT,164.975,17.32,55.927,3.506,18.187,57.811,57.921,49.243,1,8.68,11.56,0.298,Fruit,Fruits,10.630560201152422,2,2900.0
2008,Fraises,Rendement,44067.8,44067.8,1,FAOSTAT,202.393,17.667,56.526,3.551,18.34,85.41,93.745,23.238,0,70.51,11.47,0.115,Fruit,Fruits,10.693507328057546,2,2950.0
2009,Fraises,Rendement,110460.5,110460.5,1,FAOSTAT,427.408,15.9,65.452,3.757,17.887,142.652,237.65,47.106,0,190.54,10.7,0.11,Fruit,Fruits,11.612422322939294,2,3214.0
2010,Fraises,Rendement,46326.2,46326.2,1,FAOSTAT,446.448,18.047,63.312,3.565,17.362,15.773,369.752,60.923,0,308.83,10.45,0.136,Fruit,Fruits,10.743484540581775,2,3035.0
2011,Fraises,Rendement,44004.8,44004.8,1,FAOSTAT,531.749,17.185,63.797,3.639,17.388,136.058,158.706,236.985,0,-78.28,10.6,0.446,Fruit,Fruits,10.692076722394964,2,2516.0
2012,Fraises,Rendement,42073.2,42073.2,1,FAOSTAT,194.878,16.901,54.79,3.482,18.546,114.97,33.415,46.493,1,-13.08,11.64,0.239,Fruit,Fruits,10.647190005212172,2,3320.0
2013,Fraises,Rendement,41189.2,41189.2,1,FAOSTAT,378.538,16.765,62.543,3.664,18.266,157.537,43.34,177.661,0,-134.32,11.09,0.469,Fruit,Fruits,10.6259556429658,2,3526.0
2014,Fraises,Rendement,39880.4,39880.4,1,FAOSTAT,195.382,17.665,56.84,3.519,18.236,22.852,99.466,73.064,1,26.4,11.58,0.374,Fruit,Fruits,10.593665328775545,2,3445.0
2015,Fraises,Rendement,41500.1,41500.1,1,FAOSTAT,449.451,16.848,64.693,3.411,18.016,300.848,86.187,62.416,0,23.77,10.94,0.139,Fruit,Fruits,10.633475211891607,2,3400.0
2016,Fraises,Rendement,43050.0,43050.0,1,FAOSTAT,206.469,17.27,58.159,3.369,18.332,61.847,55.061,89.561,0,-34.5,11.41,0.434,Fruit,Fruits,10.67014073838981,2,3179.0
2017,Fraises,Rendement,44590.5,44590.5,1,FAOSTAT,325.229,17.373,61.609,3.239,17.867,128.105,173.442,23.682,0,149.76,11.04,0.073,Fruit,Fruits,10.705298536885275,2,3628.0
2018,Fraises,Rendement,43785.1,43785.1,1,FAOSTAT,285.516,16.696,58.757,3.514,17.969,27.352,143.375,114.789,0,28.59,11.15,0.402,Fruit,Fruits,10.68707169439969,2,3276.0
2019,Fraises,Rendement,48575.1,48575.1,1,FAOSTAT,203.993,17.619,57.193,3.272,18.457,148.206,17.832,37.955,0,-20.12,11.68,0.186,Fruit,Fruits,10.79088691938296,2,3455.0
2020,Fraises,Rendement,50916.4,50916.4,1,FAOSTAT,172.959,18.009,55.966,3.362,18.541,24.562,72.474,75.923,1,-3.45,11.61,0.439,Fruit,Fruits,10.837959990880673,2,3279.0
2021,Fraises,Rendement,50294.1,50294.1,1,FAOSTAT,393.449,17.504,61.968,3.34,17.952,107.923,169.22,116.306,0,52.91,10.97,0.296,Fruit,Fruits,10.825662935835673,2,2805.0
2022,Fraises,Rendement,48354.0,48354.0,1,FAOSTAT,162.644,18.041,54.494,3.457,18.048,22.746,34.274,105.624,1,-71.35,11.65,0.649,Fruit,Fruits,10.786324908151064,2,2736.0
2023,Fraises,Rendement,41699.6,41699.6,1,FAOSTAT,145.134,19.2,53.067,3.341,18.136,8.834,120.101,16.199,1,103.9,11.52,0.112,Fruit,Fruits,10.638270796172588,2,3292.0
2024,Fraises,Rendement,52863.0,52863.0,1,FAOSTAT,161.269,19.255,50.919,3.396,18.312,34.706,67.664,58.899,1,8.76,11.91,0.365,Fruit,Fruits,10.87547785688065,2,1569.0
1981,Fèves de soja,Rendement,1000.0,1000.0,1,FAOSTAT,196.8,13.878,65.253,3.342,16.886,0.0,81.579,115.22,1,-33.64,11.6,0.585,Legume,Légumineuses,6.90875477931522,3,500.0
